setting,r,beta,gate_gamma,normalize_candidate_evidence,val_macro_classwise,test_macro_classwise,test_hard_classwise,macro,micro,samples,mAP,hard
support_only,3,0.05,2.0,True,0.5728693951167789,0.5072500637562959,0.33971266201188305,50.72500637562959,58.349940215225196,57.795334690893895,53.49922918130129,33.97126620118831
support_minus_global_refute,3,0.05,2.0,True,0.5728634320875601,0.5091831329443421,0.34086844265113736,50.91831329443421,58.19721718088324,57.46051326232248,53.57295447549944,34.08684426511373
support_minus_confusion_refute,3,0.05,2.0,True,0.5747344754651466,0.5092101498055491,0.34360668023528307,50.921014980554915,58.385850782679405,57.61339309447862,53.558492064487424,34.360668023528305
